isolate.code,source,isolation.latitude,isolation.longitude,habitat,name,speciesname,former.name.1,former.name.2,strain,clone,species,genus,family,order,class,phylum,kingdom,domain,comment,group,mu.rsqrlist,mu.wlist,mu.alist,mu.blist,mu.slist,mu.c.opt.list,mu.c.opt.val.list,mu.g.opt.list,mu.g.opt.val.list,mu.n,emp.max.growth,tmin,tmax,minqual,maxqual,curvequal,abs.curveskew,rel.curveskew,used.for.optimum.analysis,used.for.tmax.analysis,used.for.tmin.analysis,used.for.niche.width.analysis,used.for.max.growth.rate.analysis
136,"Kyoto university pond, Kyoto prefecture, Japan",35.03,135.78,freshwater,Chlorella sp.,Chlorella ,,,,,,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.961669536,29.99445434,0.208657951,0.068395742,0.088900763,22.11923222,0.947244853,28.44287014,1.200274707,29,1.243,7.122005045,37.11645939,good,bad,bad,-551.5084972,-0.020437573,1,0,1,0,1
137,"Kyoto university pond, Kyoto prefecture, Japan",35.03,135.78,freshwater,Golenkinia radiata,Golenkinia radiata,,,,,radiata,Golenkinia,Neochloridaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.987253781,49.09279633,1.07320407,0.003138929,0.04466508,29.54343842,1.177488042,30.48686658,1.179235614,30,1.253,4.997040253,54.08983658,good,bad,bad,-243.4537679,-0.002057611,1,0,1,0,1
138,"Sagami Bay, Japan",35.15,139.35,marine,Biceratium furca,Biceratium furca,Ceratium furca,,,,furca,Biceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.970349451,21.59744643,0.121444807,0.066565797,0.035673353,21.17035474,0.49704543,24.64981831,0.561538893,12,0.574,10.37163152,31.96907795,good,good,good,-166.7624877,-0.01655355,1,1,1,1,1
139,"Sagami Bay, Japan",35.15,139.35,marine,Neoceratium fusus,Neoceratium fusus,Ceratium fusus,,,,fusus,Neoceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.915427003,22.44312697,0.053398066,0.09249535,0.04980424,20.72286268,0.363050875,25.4947875,0.462411471,12,0.525,9.501299194,31.94442617,good,good,good,-232.3832078,-0.020556759,1,1,1,1,1
140,Sagami Bay,35.15,139.35,marine,Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,,,,,pseudocurvisetus,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.994251854,19.91283116,2.063847613,-0.01164492,0.049338387,24.99063748,1.542736883,24.41590163,1.547921446,5,1.622,15.0342219,34.94705306,good,good,good,24.39034062,0.003089007,1,1,1,1,1
141,"Lake Biwa, Japan",35.25,136.1,freshwater,Anabaena sp.,Anabaena ,,,,,,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.734881005,38.67159432,0.020623432,0.13974395,0.086344543,17.28593314,0.230911025,30.74667834,0.780716323,5,0.867127123,-2.049864024,36.6217303,bad,good,bad,-988.7734876,-0.02013169,1,1,0,0,1
142,"Lake Biwa, Japan",35.25,136.1,freshwater,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,,,,,flos-aquae,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.984671156,30.12505225,0.35007663,0.03929305,0.042554272,23.6139021,0.885377689,27.73711079,0.963081756,9,0.923,8.551375975,38.67642823,good,bad,bad,-390.5509182,-0.01428546,1,0,1,0,1
143,"Lake Biwa, Japan",35.25,136.1,freshwater,Microcystis aeruginosa,Microcystis aeruginosa,,,,,aeruginosa,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.957522933,29.52543584,0.245426709,0.0531072,0.03642036,25.6170463,0.956659923,30.71543892,1.104562181,5,1.152010614,10.85432838,40.37976423,bad,bad,bad,-452.1371035,-0.017566336,1,0,0,0,1
144,"Miryang reservoir,  Kyungpook province, Korea",35.47,128.95,freshwater,Mallomonas caudata strain MR,Mallomonas caudata,,,MR,,caudata,Mallomonas,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,,chrysophytes,0.657591646,37.33658971,0.015307044,0.182358873,0.037180139,5.437650244,0.041260966,19.41092451,0.231945704,6,0.283,-13.23064461,24.1059451,bad,good,bad,-458.4874243,-0.032730673,1,1,0,0,1
146,Tokyo Bay,35.5,140,marine,Skeletonema costatum,Skeletonema costatum,,,,,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.984826495,32.62759366,0.645173777,0.036457275,0.066476004,18.57892891,1.270107498,23.06399847,1.382677953,8,1.492,2.265132082,34.89272574,good,good,good,-498.2165975,-0.014343762,1,1,1,1,1
148,"Jinchon swamp, Kyungpook province, Korea",35.72,128.43,freshwater,Synura petersenii strain JC,Synura petersenii,,,JC,,petersenii,Synura,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,,chrysophytes,0.974463161,46.52599577,0.652879076,-0.020831822,0.004656991,23.31015759,0.401737497,17.96976406,0.425348563,7,0.422,0.047159708,46.57315547,bad,bad,bad,1218.741628,0.012101093,1,0,0,0,1
149,"Unmun damn, Kyungpook province, Korea",35.72,128.93,freshwater,Synura petersenii strain WM,Synura petersenii,,,WM,,petersenii,Synura,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,,chrysophytes,0.935373131,27.07951235,0.295049239,0.022471628,0.021077206,16.33060457,0.425862924,18.34641358,0.435720598,7,0.427,2.790848401,29.87036075,bad,good,bad,-157.5493787,-0.007934036,1,1,0,0,1
150,"Kachang dam, Deigu, Korea",35.8,128.62,freshwater,Mallomonas crassisquama,Mallomonas crassisquama,,,,,crassisquama,Mallomonas,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,,chrysophytes,0.858120033,19.12119903,0.352097674,0.021436171,0.074643455,15.12835357,0.486970035,16.09751372,0.492083584,8,0.482,5.567754056,24.68895308,good,good,good,-37.86736764,-0.005416513,1,1,1,1,1
151,"Kachang dam, Deigu, Korea",35.8,128.62,freshwater,Mallomonas elongata,Mallomonas elongata,,,,,elongata,Mallomonas,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,,chrysophytes,0.905464249,44.79044445,0.082262118,0.137186503,0.050838185,2.630254916,0.118007264,18.89262789,0.519274002,8,0.56,-19.76496731,25.02547714,bad,good,bad,-594.1437248,-0.037909182,1,1,0,0,1
152,"Kachang dam, Deigu, Korea",35.8,128.62,freshwater,Mallomonas tonsurata,Mallomonas tonsurata,,,,,tonsurata,Mallomonas,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,,chrysophytes,0.928384428,14.9199637,0.060384897,0.107634024,0.052057593,17.42217358,0.393845094,20.04570792,0.457746602,7,0.5,9.96219173,24.88215543,good,good,good,-59.20295608,-0.017825433,1,1,1,1,1
153,"Jido pond, Kyungpook province, Korea",35.88,128.62,freshwater,Synura petersenii strain JD,Synura petersenii,,,JD,,petersenii,Synura,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,,chrysophytes,0.680505332,76.10826379,1.019226121,-0.044681735,0.02641488,33.28530055,0.230339417,11.51983449,0.40987664,7,0.434,-4.768831342,71.33943245,bad,bad,bad,10372.57008,0.028569157,1,0,0,0,1
154,"Lake Nakanuma, Ibaraki prefecture, Japan",35.88,140,freshwater,Asterionella formosa,Asterionella formosa,,,,,formosa,Asterionella,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.943184827,42.07546918,0.262094228,0.091958346,0.096937806,8.97645946,0.598343173,21.78369312,1.222799628,18,1.303,-12.06127513,30.01419405,bad,good,bad,-931.4123061,-0.034447834,1,1,0,0,1
155,"Pungrak reservoir,  Kyungpook province, Korea",35.95,128.33,freshwater,Mallomonas areolata,Mallomonas areolata,,,,,areolata,Mallomonas,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,,chrysophytes,0.906034153,20.44380682,0.065185789,0.0917727,0.029091357,15.90630281,0.280621235,19.94967256,0.34306512,6,0.327,5.684399398,26.12820622,good,good,good,-167.0163674,-0.019546713,1,1,1,1,1
156,"Daegok reservoir,  Kyungpook province, Korea",35.95,128.65,freshwater,Mallomonas caudata strain DG,Mallomonas caudata,,,DG,,caudata,Mallomonas,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,,chrysophytes,0.931425338,39.89553103,0.036356052,0.132344234,0.013028063,6.039319181,0.080852763,19.81651606,0.261846209,6,0.277,-13.90844633,25.98708469,bad,good,bad,-635.7562948,-0.0362258,1,1,0,0,1
157,"Sin reservoir, Kyungpook province, Korea",35.97,128.63,freshwater,Mallomonas acaroides,Mallomonas acaroides,,,,,acaroides,Mallomonas,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,,chrysophytes,0.89214479,14.99099305,0.017784278,0.146637356,0.030943933,16.53869633,0.201040326,19.85289603,0.262946665,6,0.26,9.043199808,24.03419285,good,good,good,-70.92438937,-0.021052535,1,1,1,1,1
159,"Angae reservoir,  Kyungpook province, Korea",36,129.47,freshwater,Mallomonas caudata strain AG,Mallomonas caudata,,,AG,,caudata,Mallomonas,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,,chrysophytes,0.954623149,17.08022473,0.136959608,0.047605012,0.01765002,15.4878989,0.286284957,17.15768801,0.298120811,6,0.292,6.947786541,24.02801127,good,good,good,-51.63641039,-0.010362757,1,1,1,1,1
160,Sotobori pond,36,140,freshwater,Stephanodiscus hantzschii,Stephanodiscus hantzschii,,,,,hantzschii,Stephanodiscus,Stephanodiscaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.99262524,29.85758856,0.561866455,0.036870865,0.042165232,20.01833606,1.175392682,23.85388053,1.264571619,7,1.34,5.089541783,34.94713034,good,good,good,-358.3043684,-0.013461328,1,1,1,1,1
169,"Monterrey Bay, CA, USA",36.61,-121.89,marine,Peridinium sp. strain 1,Peridinium ,,,1,,,Peridinium,Peridiniaceae,Peridiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.803487196,22.40254929,0.625220422,-0.005239772,0.091057277,18.26938695,0.568145094,17.9411089,0.568634376,20,0.727065399,7.068112304,29.47066159,good,good,good,17.6456631,0.001569443,1,1,1,1,1
170,"Monterrey Bay, CA, USA",36.61,-121.89,marine,Prorocentrum gracile,Prorocentrum gracile,,,,,gracile,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.917378311,16.94404326,0.433951119,0.016072336,0.073377197,16.37900743,0.564635732,16.95163289,0.567252954,10,0.642905964,7.906985802,24.85102906,good,good,good,-17.57718644,-0.003613252,1,1,1,1,1
171,"Monterrey Bay, CA, USA",36.61,-121.89,marine,Prorocentrum micans,Prorocentrum micans,,,,,micans,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.924914161,25.4674782,0.064178875,0.101278445,0.047691043,17.31819609,0.370789337,23.55714388,0.530062939,20,0.554459661,4.584456988,30.05193519,good,good,good,-365.2499859,-0.022112222,1,1,1,1,1
173,"Potomac estuary, USA",38.22,-76.85,estuarine,Gyrodinium uncatenum strain GYRO,Gyrodinium uncatenum,,,GYRO,,uncatenum,Gyrodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.876502025,28.07013578,0.081707832,0.071482014,0.053989647,21.76476656,0.387199169,27.59066745,0.486032813,19,0.478271555,7.729698665,35.79983445,good,good,good,-447.2728752,-0.020222694,1,1,1,1,1
181,Slope Water (near US E. coast),38.4,-73.4,marine,Chaetoceros lorenzianus clone Slope water,Chaetoceros lorenzianus,,,,Slope water,lorenzianus,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.873520986,50.81457283,0.075029008,0.131743062,0.214560413,10.63932329,0.304762212,29.56568197,1.641693852,9,1.732867951,-14.76796313,36.0466097,bad,good,bad,-1461.001579,-0.026950681,1,1,0,0,1
185,"Potomac River, near Washington, DC",38.88,-77.04,freshwater,Oscillatoria sp.,Oscillatoria ,,,,,,Oscillatoria,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.99245012,34.45794642,0.197027919,0.072542824,0.01905549,19.60785563,0.81709442,27.88757905,1.145725578,4,1.112,2.378882425,36.83682884,bad,bad,bad,-898.0726988,-0.021950445,1,0,0,0,1
188,39°36'N 70°06'W (continental shelf edge),39.6,-70.1,marine,Conticribra guillardii clone 7-15,Conticribra guillardii,Thalassiosira guillardi ,Cyclotella nana ,,15-Jul,guillardii,Conticribra,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.998636963,28.1382629,1.325494676,0.008496659,0.014377223,15.82393141,1.516244077,16.66148716,1.521660864,5,1.476403495,1.754799963,29.89306286,good,good,good,-70.98250253,-0.0031861,1,1,1,1,1
190,"Clark's Borrow Pit Pond, Delaware County, IN, USA",40.23,-85.39,freshwater,Volvox aureus,Volvox aureus,,,,,aureus,Volvox,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.866987401,31.67595571,0.415485805,0.01548158,0.074908489,20.53819181,0.571013075,22.44760183,0.579596209,6,0.690374592,4.700213954,36.37616966,good,bad,bad,-204.3666834,-0.006430147,1,0,1,0,1
191,"Sandy Hook, NJ, USA",40.44,-73.98,marine,Cylindrotheca closterium,Cylindrotheca closterium,Nitzschia closterium,,,,closterium,Cylindrotheca,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.99996909,26.98372843,0.450199244,0.010922461,0.00125634,21.25820623,0.567864125,22.24638066,0.570947125,4,0.569766982,7.766342016,34.75007045,good,good,good,-76.97862828,-0.003917999,1,1,1,1,1
192,"Juan Carlos First Park, Spain",40.46,-3.62,freshwater,Aphanizomenon ovalisporum strain UAM 290,Aphanizomenon ovalisporum,,,UAM290,,ovalisporum,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.98645631,34.8069985,0.009710172,0.132411189,0.028991881,20.70039071,0.150526232,32.1194661,0.388824126,8,0.353,3.296891458,38.10388995,bad,good,bad,-832.0438405,-0.019730881,1,1,0,0,1
193,"Great South Bay, Long Island, NY, USA",40.68,-73.13,estuarine,Picochlorum atomus,Picochlorum atomus,Nannochloris atomus,,,,atomus,Picochlorum,,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.947888583,25.90952427,0.214694593,0.046231645,0.047697224,18.76532106,0.51120372,22.34979059,0.557151255,6,0.554517744,5.810558927,31.7200832,good,good,good,-251.0325374,-0.014432837,1,1,1,1,1
194,"Great South Bay, Long Island, NY, USA",40.68,-73.13,estuarine,Phaeodactylum tricornutum,Phaeodactylum tricornutum,Nitzschia closterium forma minutissima,,,,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.988172045,29.28736549,0.410273901,-0.01605096,0.012258875,15.16337582,0.321641717,13.46490003,0.326084364,6,0.332710647,0.519693072,29.80705856,good,good,good,155.6200846,0.006194763,1,1,1,1,1
195,"Great South Bay, Long Island, NY, USA",40.68,-73.13,estuarine,Stichococcus (possibly S. cylindricus),Stichococcus ,,,,,,Stichococcus,Prasiolaceae,Prasiolales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.915073026,27.61078035,0.218276067,0.022069648,0.037356887,19.38814744,0.334839131,21.44435136,0.34261124,6,0.332710647,5.582757264,33.19353761,good,good,good,-167.0029252,-0.007933924,1,1,1,1,1
198,"Forge River, Moriches Bay, NY, USA",40.78,-72.81,estuarine,"Thalassiosira pseudonana clone CCMP1335, 3H, NEPCC 58",Thalassiosira pseudonana,Cyclotella nana ,,,"CCMP1335, 3H, NEPCC 58",pseudonana,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.695529074,38.8871048,0.211491453,0.094450835,0.253383276,14.34904867,0.820131113,25.90045323,1.579977411,52,2.385,-5.094503731,33.79260106,bad,good,bad,-1227.433025,-0.027221912,1,1,0,0,1
200,"Senix Creek, Moriches bay, NY, USA",40.79,-72.8,estuarine,Thalassiosira pseudonana clone 5A,Thalassiosira pseudonana,Cyclotella nana ,,,5A,pseudonana,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.99954191,28.68627116,0.543171853,0.065617167,0.014087001,15.94643515,1.546555766,21.63513902,1.892991849,5,1.869417946,1.603299573,30.28957073,good,bad,bad,-462.4554698,-0.019590595,1,0,1,0,1
203,"Great Salt Lake, Utah, USA",41.16,-112.63,saline lake,Dunaliella sp.,Dunaliella ,,,,,,Dunaliella,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.925170756,40.4994412,0.068130477,0.080481252,0.05728693,19.830046,0.336087508,31.16260744,0.57462749,11,0.700078652,-0.419674602,40.0797666,bad,good,bad,-1493.089104,-0.022477015,0,0,0,0,0
205,"tank in Milford, CT, USA ",41.23,-73.06,marine,"Skeletonema marinoi clone CCMP1332, Skel.",Skeletonema marinoi,Skeletonema costatum,,,"CCMP1332, Skel.",marinoi,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.954802363,80.24922516,0.217434696,0.122135701,0.088533324,-9.007353751,0.072369076,23.75689552,1.318867819,11,1.316979643,-49.13196633,31.11725883,bad,good,bad,-1378.973704,-0.038662061,1,1,0,0,1
206,"Woods Hole Harbour, MA, USA",41.53,-70.67,marine,Skeletonema costatum,Skeletonema costatum,,,,,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.931238141,31.88085229,0.604906117,0.02037996,0.083897381,20.56254021,0.919782308,23.08868041,0.944055511,20,0.935748694,4.622114067,36.50296636,good,bad,bad,-273.4085863,-0.008437667,1,0,1,0,1
208,"Woods Hole, MA, USA",41.53,-70.67,freshwater,"Volvox globator strain UTEX LB955, SAG 199.80",Volvox globator,,,"UTEX LB955, SAG 199.80",,globator,Volvox,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.925523003,24.10215748,0.203567971,0.06093227,0.080243283,17.88734208,0.605416298,21.83513438,0.687418846,6,0.810289054,5.836263344,29.93842082,good,good,good,-235.0066561,-0.016784654,1,1,1,1,1
209,"stream near Marion, CT, US",41.56,-72.93,freshwater,Monodopsis subterranea,Monodopsis subterranea,Monodus subterraneus,,,,subterranea,Monodopsis,Monodopsidaceae,Eustigmatales,Eustigmatophyceae,Ochrophyta,Chromista,Eukaryota,,eustigmatophytes,0.999992767,21.2728335,0.017922603,0.118731854,0.000304562,20.89736249,0.214271781,26.04211355,0.302346184,4,0.297,10.26094574,31.53377924,good,good,good,-211.8640151,-0.02200803,0,0,0,0,0
210,"Narragansett Bay, RI, USA",41.57,-71.34,estuarine,Asterionellopsis glacialis,Asterionellopsis glacialis,Asterionella glacialis,,,,glacialis,Asterionellopsis,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.910292287,72.22483187,0.319236982,0.13002056,0.2173449,-5.886091277,0.148505328,23.34490479,2.290348952,8,1.989332408,-41.99850721,30.22632466,bad,good,bad,-1237.459474,-0.037671219,1,1,0,0,1
211,"Narragansett Bay, RI, USA",41.57,-71.34,estuarine,Detonula confervacea,Detonula confervacea,,,,,confervacea,Detonula,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.693290437,17.29224782,1.464007519,-0.064439761,0.193717408,9.432186068,0.797215488,7.186515206,0.859191459,16,1.102104017,0.786062158,18.07830998,good,good,good,70.33072537,0.013601623,1,1,1,1,1
212,"Narragansett Bay, RI, USA",41.57,-71.34,estuarine,Olisthodiscus luteus clone OLMS,Olisthodiscus luteus,,,,OLMS,luteus,Olisthodiscus,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,,raphidophytes,0.90329519,46.42565086,0.591533897,0.017278054,0.076421656,22.80850406,0.877261875,27.28110915,0.912558238,18,1.330149439,-0.40432137,46.02132949,bad,bad,bad,-1021.149357,-0.010205053,1,0,0,0,1
214,"Narragansett Bay, RI, USA",41.57,-71.34,estuarine,Dactyliosolen fragilissimus,Dactyliosolen fragilissimus,Rhizosolenia fragilissima,,,,fragilissimus,Dactyliosolen,Rhizosoleniaceae,Rhizosoleniales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.904288647,106.7520716,10.25976212,-0.086331734,0.090611085,60.27174066,0.056408568,17.2368938,0.810721171,86,0.84563956,6.895704854,113.6477765,good,bad,bad,9331.627914,0.007670585,1,0,1,0,1
215,"Narragansett Bay, RI, USA",41.57,-71.34,estuarine,Skeletonema costatum clone SK6C,Skeletonema costatum,,,,SK6C,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.995368453,38.14889181,1.618370382,0.034790742,0.067092814,17.72454504,2.998372904,23.47809853,3.329582093,6,3.424147072,-1.349900861,36.79899095,good,bad,bad,-866.6838217,-0.015610432,1,0,1,0,1
216,"Narragansett Bay, RI, USA",41.57,-71.34,estuarine,Thalassiosira nordenskioeldii clone TN-2,Thalassiosira nordenskioeldii,,,,TN-2,nordenskioeldii,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.700572749,20.52219032,0.518014161,0.098889479,0.221296617,5.425335963,0.885817747,9.720040388,1.117249172,12,1.244892336,-4.835759195,15.68643112,good,good,good,-132.1634847,-0.024717693,1,1,1,1,1
217,"Narragansett Bay, RI, USA",41.57,-71.34,estuarine,Thalassiosira rotula clone A8,Thalassiosira rotula,,,,A8,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.750108403,30.13073167,0.476852107,0.04545779,0.226491294,14.8570926,0.936900405,19.52169736,1.047163656,20,1.292719492,-0.20827323,29.92245844,good,good,good,-437.122007,-0.015979885,1,1,1,1,1
218,"Chase Garden Creek, Dennis, MA, USA",41.73,-70.23,estuarine,Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Nitzschia closterium forma minutissima,,,PetPD,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.809324121,26.8164449,0.34869178,0.070898613,0.088131956,16.89745941,1.155391839,22.25382203,1.419544966,12,1.7,3.489236963,30.30568186,bad,bad,bad,-379.7450557,-0.019691941,1,0,0,0,1
219,"Mill Pond, Cape Cod, MA, USA",41.79,-69.95,estuarine,Alexandrium tamarense clone GTMP,Alexandrium tamarense,Protogonyaulax tamarensis,,,GTMP,tamarense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.845565411,21.98264648,0.139321058,0.048445921,0.047905729,15.00866227,0.288267684,17.75243334,0.308731612,10,0.438,4.017339028,25.99998551,good,good,good,-139.2005994,-0.013103918,1,1,1,1,1
220,"Cape Cod, MA, USA",41.9,-70.32,marine,Asterionellopsis glacialis,Asterionellopsis glacialis,Asterionella japonica,,,,glacialis,Asterionellopsis,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.433503828,72.41653514,0.461899005,0.082654428,0.266489114,-7.898971148,0.240437773,18.17843301,0.998862622,11,1.275390812,-44.10723872,28.30929642,bad,good,bad,-900.9335813,-0.033005852,1,1,0,0,1
221,"Cape Cod, MA, USA",41.9,-70.32,marine,Rhizosolenia setigera,Rhizosolenia setigera,,,,,setigera,Rhizosolenia,Rhizosoleniaceae,Rhizosoleniales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.938278532,19.05000777,0.568095124,-0.007279955,0.05263395,10.60633402,0.525881151,10.27695763,0.526513293,8,0.554517744,1.081330133,20.1313379,good,good,good,12.79631441,0.00185097,1,1,1,1,1
223,"Cape Cod, MA, USA",41.9,-70.32,marine,Thalassionema nitzschioides,Thalassionema nitzschioides,,,,,nitzschioides,Thalassionema,Thalassionemataceae,Thalassionematales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.908373991,81.66111922,0.386154148,0.107285447,0.103663245,-13.48941559,0.090832636,19.07092476,1.08775224,11,1.275390812,-54.3199752,27.34114402,bad,good,bad,-957.4174323,-0.038688469,1,1,0,0,1
225,"Galician Rias Bajas, northwest Spain",42.43,-8.95,estuarine,Gymnodinium catenatum,Gymnodinium catenatum,,,,,catenatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.861921563,21.82143905,0.02149366,0.133772571,0.048910183,18.36798455,0.250858872,24.11874221,0.391005312,13,0.372220036,7.457265026,29.27870408,good,good,good,-233.9323352,-0.022513348,1,1,1,1,1
226,"Cornell University pond, NY, USA",42.45,-76.48,freshwater,Scenedesmus sp.,Scenedesmus ,,,,,,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.978376617,30.57567715,0.564068761,0.04251068,0.055094134,18.52427207,1.239738264,23.05403547,1.371048106,12,1.371,3.236433496,33.81211064,good,bad,bad,-438.9664155,-0.015356882,1,0,1,0,1
229,"Lake Mendota, Wisconsin, USA",43.11,-89.42,freshwater,Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,,,Berkely 7005,,aeruginosa,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,location from Pasteur Institute website,cyanobacteria,0.820312689,27.7799029,0.042124009,0.075966456,0.037738294,22.27262313,0.228740941,28.24534023,0.293497434,21,0.281,8.382671676,36.16257458,good,good,good,-443.7054484,-0.020696771,1,1,1,1,1
231,Mediterranean Sea (surface),43.2,6.87,marine,Prochlorococcus marinus strain MED4 (clade 2),Prochlorococcus marinus,,,MED4,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.989456622,23.20467225,0.016034194,0.171908863,0.019578612,16.39537414,0.268602798,23.55714254,0.56947801,8,0.577,4.793038008,27.99771026,bad,good,bad,-266.8756167,-0.021359082,1,1,0,0,1
