topt,w,a,b,z,isolate.code,source,latitude,longitude,habitat,name,speciesname,former.name.1,former.name.2,strain,clone,species,genus,family,order,class,phylum,kingdom,domain,comment,group,mu.rsqrlist,mu.slist,mu.c.opt.val.list,mu.g.opt.val.list,mu.n,emp.max.growth,tmin,tmax,minqual,maxqual,curvequal,abs.curveskew,rel.curveskew,used.for.optimum.analysis,used.for.tmax.analysis,used.for.tmin.analysis,used.for.niche.width.analysis,used.for.max.growth.rate.analysis,isolate_code,topt_variable,growth.rate,temperature_min,temperature_max,SD,Mean,diff,breadth_constant,max_diff,breadth_variable,breadth_diff
23.38200038,20.53195237,0.054703127,0.076643412,19.82706889,116,"Scripps Institute of Oceanography pier, California, US",32.87,-117.26,marine,Akashiwo sanguinea,Akashiwo sanguinea,Gymnodinium splendens,Gymodinium sanguineum,NA,NA,sanguinea,Akashiwo,NA,NA,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.942888607,0.027406981,0.250018541,0.288952985,18,0.303598465,9.5610927,30.09304507,good,good,good,-152.3692074,-0.017603802,1,1,1,1,1,116,22.8,0.26963517510969565,9.5,29.400000000000002,2.27227,18.0829,0.5820003800000002,20.53195237,0.6930450699999966,19.900000000000002,0.6319523699999969
28.18608002,25.15546197,0.050819957,0.09339369,22.37753601,117,"Goto Islands, Japan",32.93,128.26,marine,Cochlodinium polykrikoides strain 02B1,Cochlodinium polykrikoides,NA,NA,02B1,NA,polykrikoides,Cochlodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.984475444,0.02459428,0.41084244,0.556029224,18,0.572,9.799805023,34.95526699,good,good,good,-342.9448506,-0.021544052,1,1,1,1,1,117,26.6,0.4772530230188053,9.1,33.2,3.74338,22.0849,1.5860800199999971,25.155461967,1.7552669899999955,24.1,1.0554619669999994
22.74809998,21.95725661,0.164342567,0.03224989,20.86159267,128,"Tsuda Bay, Seto Inland Sea, Japan",34.3,134.25,marine,Fibrocapsa japonica strain CS-332,Fibrocapsa japonica,NA,NA,CS-332,NA,japonica,Fibrocapsa,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,NA,raphidophytes,0.972724171,0.021468885,0.322059767,0.332156084,8,0.355,9.882964367,31.84022098,good,good,good,-96.69474952,-0.009134161,1,1,1,1,1,128,22.1,0.2936109478309177,10.100000000000001,30.8,3.63018,22.1163,0.6480999799999978,21.957256613000002,1.0402209800000008,20.7,1.2572566130000027
26.03512105,20.50270478,0.017949883,0.138052583,20.72608564,131,"Harima-Nada, Eastern Seto Inland Sea, Japan",34.5,134.58,marine,Chattonella marina var. antiqua strain Ho-1,Chattonella marina,Chattonella antiqua,NA,Ho-1,NA,marina,Chattonella,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,NA,raphidophytes,0.987837928,0.021214240999999998,0.313836837,0.477967474,7,0.508,10.47473325,30.97743803,good,good,good,-193.5435585,-0.022456664,1,1,1,1,1,131,24.1,0.3807353545344832,9.4,28.900000000000002,3.63018,22.1163,1.9351210499999993,20.50270478,2.077438029999996,19.5,1.0027047799999984
27.33105828,16.09701888,0.425698424,5.06232e-4,27.31505336,134,North Carolina coastal waters,35,-76,marine,"Trichodesmium erythraeum strain IMS101, CCMP 1985",Trichodesmium erythraeum,NA,NA,"IMS101, CCMP 1985",NA,erythraeum,Trichodesmium,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.498833919,0.173567487,0.431625767,0.431627557,14,0.771,19.26654392,35.36356281,good,good,good,-0.439983804,-1.05487e-4,1,1,1,1,1,134,27.3,0.34952510668980546,20.1,34.5,3.5101766666666667,22.6062,0.031058279999999883,16.097018889999998,0.8635628099999977,14.399999999999999,1.697018889999999
24.64981831,21.59744643,0.121444807,0.066565797,21.17035474,138,"Sagami Bay, Japan",35.15,139.35,marine,Biceratium furca,Biceratium furca,Ceratium furca,NA,NA,NA,furca,Biceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.970349451,0.035673353,0.49704543,0.561538893,12,0.574,10.37163152,31.96907795,good,good,good,-166.7624877,-0.01655355,1,1,1,1,1,138,23.5,0.48865988535037497,10.200000000000001,30.6,3.49689,21.907,1.1498183100000006,21.597446429999998,1.3690779499999977,20.4,1.1974464299999994
25.4947875,22.44312697,0.053398066,0.09249535,20.72286268,139,"Sagami Bay, Japan",35.15,139.35,marine,Neoceratium fusus,Neoceratium fusus,Ceratium fusus,NA,NA,NA,fusus,Neoceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.915427003,0.04980424,0.363050875,0.462411471,12,0.525,9.501299194,31.94442617,good,good,good,-232.3832078,-0.020556759,1,1,1,1,1,139,24.1,0.3965478018696056,9,30.3,3.49689,21.907,1.3947874999999996,22.443126976000002,1.6444261699999991,21.3,1.1431269760000013
24.41590163,19.91283116,2.063847613,-0.01164492,24.99063748,140,Sagami Bay,35.15,139.35,marine,Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,NA,NA,NA,NA,pseudocurvisetus,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.994251854,0.049338387,1.542736883,1.547921446,5,1.622,15.0342219,34.94705306,good,good,good,24.39034062,0.003089007,1,1,1,1,1,140,24.6,1.3557562884358034,15.9,34.4,3.49689,21.907,-0.18409837000000095,19.912831160000003,0.5470530600000032,18.5,1.4128311600000032
23.06399847,32.62759366,0.645173777,0.036457275,18.57892891,146,Tokyo Bay,35.5,140,marine,Skeletonema costatum,Skeletonema costatum,NA,NA,NA,NA,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.984826495,0.066476004,1.270107498,1.382677953,8,1.492,2.265132082,34.89272574,good,good,good,-498.2165975,-0.014343762,1,1,1,1,1,146,22.400000000000002,1.3012177127746183,2.2,34,3.5915166666666667,21.547433333333334,0.6639984699999992,32.627593658,0.892725740000003,31.8,0.8275936580000014
17.9411089,22.40254929,0.625220422,-0.005239772,18.26938695,169,"Monterrey Bay, CA, USA",36.61,-121.89,marine,Peridinium sp. strain 1,Peridinium,NA,NA,1,NA,NA,Peridinium,Peridiniaceae,Peridiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.803487196,0.091057277,0.568145094,0.568634376,20,0.727065399,7.068112304,29.47066159,good,good,good,17.6456631,0.001569443,1,1,1,1,1,169,18,0.5609211387483254,7.2,29.400000000000002,1.30216,13.9136,-0.05889110000000031,22.402549286,0.07066158999999672,22.200000000000003,0.20254928599999644
16.95163289,16.94404326,0.433951119,0.016072336,16.37900743,170,"Monterrey Bay, CA, USA",36.61,-121.89,marine,Prorocentrum gracile,Prorocentrum gracile,NA,NA,NA,NA,gracile,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.917378311,0.073377197,0.564635732,0.567252954,10,0.642905964,7.906985802,24.85102906,good,good,good,-17.57718644,-0.003613252,1,1,1,1,1,170,16.900000000000002,0.5536781921632137,8,24.700000000000003,1.30216,13.9136,0.051632889999996934,16.944043257999997,0.1510290599999955,16.700000000000003,0.24404325799999427
23.55714388,25.4674782,0.064178875,0.101278445,17.31819609,171,"Monterrey Bay, CA, USA",36.61,-121.89,marine,Prorocentrum micans,Prorocentrum micans,NA,NA,NA,NA,micans,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.924914161,0.047691043,0.370789337,0.530062939,20,0.554459661,4.584456988,30.05193519,good,good,good,-365.2499859,-0.022112222,1,1,1,1,1,171,23.3,0.5184955032137701,4.5,29.8,1.30216,13.9136,0.257143880000001,25.467478202,0.25193518999999753,25.3,0.16747820199999808
27.59066745,28.07013578,0.081707832,0.071482014,21.76476656,173,"Potomac estuary, USA",38.22,-76.85,estuarine,Gyrodinium uncatenum strain GYRO,Gyrodinium uncatenum,NA,NA,GYRO,NA,uncatenum,Gyrodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.876502025,0.053989647,0.387199169,0.486032813,19,0.478271555,7.729698665,35.79983445,good,good,good,-447.2728752,-0.020222694,1,1,1,1,1,173,25.1,0.3918411620564809,6.7,33,5.36121,18.1327,2.49066745,28.070135784999998,2.7998344499999988,26.3,1.7701357849999972
16.66148716,28.1382629,1.325494676,0.008496659,15.82393141,188,39°36'N 70°06'W (continental shelf edge),39.6,-70.1,marine,Conticribra guillardii clone 7-15,Conticribra guillardii,Thalassiosira guillardi,Cyclotella nana,NA,Jul-15,guillardii,Conticribra,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.998636963,0.014377223,1.516244077,1.521660864,5,1.476403495,1.754799963,29.89306286,good,good,good,-70.98250253,-0.0031861,1,1,1,1,1,188,16.400000000000002,1.364025030946387,2.4000000000000004,28.900000000000002,4.51167,16.9784,0.26148715999999794,28.138262897,0.9930628599999984,26.5,1.6382628970000006
22.24638066,26.98372843,0.450199244,0.010922461,21.25820623,191,"Sandy Hook, NJ, USA",40.44,-73.98,marine,Cylindrotheca closterium,Cylindrotheca closterium,Nitzschia closterium,NA,NA,NA,closterium,Cylindrotheca,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.99996909,0.00125634,0.567864125,0.570947125,4,0.569766982,7.766342016,34.75007045,good,good,good,-76.97862828,-0.003917999,1,1,1,1,1,191,21.700000000000003,0.47289294985820507,8.700000000000001,33.2,5.5691,15.9037,0.546380659999997,26.983728434000003,1.5500704499999998,24.5,2.483728434000003
22.34979059,25.90952427,0.214694593,0.046231645,18.76532106,193,"Great South Bay, Long Island, NY, USA",40.68,-73.13,estuarine,Picochlorum atomus,Picochlorum atomus,Nannochloris atomus,NA,NA,NA,atomus,Picochlorum,NA,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,NA,greens,0.947888583,0.047697224,0.51120372,0.557151255,6,0.554517744,5.810558927,31.7200832,good,good,good,-251.0325374,-0.014432837,1,1,1,1,1,193,20.400000000000002,0.44118137776320354,5.6000000000000005,29.1,5.6268,14.323,1.9497905899999992,25.909524273000002,2.6200832,23.5,2.4095242730000024
13.46490003,29.28736549,0.410273901,-0.01605096,15.16337582,194,"Great South Bay, Long Island, NY, USA",40.68,-73.13,estuarine,Phaeodactylum tricornutum,Phaeodactylum tricornutum,Nitzschia closterium forma minutissima,NA,NA,NA,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.988172045,0.012258875,0.321641717,0.326084364,6,0.332710647,0.519693072,29.80705856,good,good,good,155.6200846,0.006194763,1,1,1,1,1,194,14.200000000000001,0.2768458950667695,2.2,29.200000000000003,5.6268,14.323,-0.7350999700000003,29.287365488000003,0.6070585599999987,27.000000000000004,2.287365487999999
21.44435136,27.61078035,0.218276067,0.022069648,19.38814744,195,"Great South Bay, Long Island, NY, USA",40.68,-73.13,estuarine,Stichococcus (possibly S. cylindricus),Stichococcus,NA,NA,NA,NA,NA,Stichococcus,Prasiolaceae,Prasiolales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,NA,greens,0.915073026,0.037356887,0.334839131,0.34261124,6,0.332710647,5.582757264,33.19353761,good,good,good,-167.0029252,-0.007933924,1,1,1,1,1,195,20.400000000000002,0.28376668539200733,6.1000000000000005,31.3,5.6268,14.323,1.0443513599999967,27.610780346,1.8935376099999992,25.2,2.4107803459999992
7.186515206,17.29224782,1.464007519,-0.064439761,9.432186068,211,"Narragansett Bay, RI, USA",41.57,-71.34,estuarine,Detonula confervacea,Detonula confervacea,NA,NA,NA,NA,confervacea,Detonula,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.693290437,0.193717408,0.797215488,0.859191459,16,1.102104017,0.786062158,18.07830998,good,good,good,70.33072537,0.013601623,1,1,1,1,1,211,9.4,0.5623074186405969,3.8000000000000003,18.2,5.10631,12.7421,-2.213484794,17.292247822,-0.12169001999999907,14.399999999999999,2.8922478220000016
9.720040388,20.52219032,0.518014161,0.098889479,5.425335963,216,"Narragansett Bay, RI, USA",41.57,-71.34,estuarine,Thalassiosira nordenskioeldii clone TN-2,Thalassiosira nordenskioeldii,NA,NA,NA,TN-2,nordenskioeldii,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.700572749,0.221296617,0.885817747,1.117249172,12,1.244892336,-4.835759195,15.68643112,good,good,good,-132.1634847,-0.024717693,1,1,1,1,1,216,6.800000000000001,0.8040106815261385,0,12.4,5.10631,12.7421,2.9200403879999985,20.522190315,3.2864311199999996,12.4,8.122190315
19.52169736,30.13073167,0.476852107,0.04545779,14.8570926,217,"Narragansett Bay, RI, USA",41.57,-71.34,estuarine,Thalassiosira rotula clone A8,Thalassiosira rotula,NA,NA,NA,A8,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.750108403,0.226491294,0.936900405,1.047163656,20,1.292719492,-0.20827323,29.92245844,good,good,good,-437.122007,-0.015979885,1,1,1,1,1,217,17.900000000000002,0.9020021659980193,0,27.900000000000002,5.10631,12.7421,1.6216973599999989,30.13073167,2.0224584399999976,27.900000000000002,2.2307316699999973
17.75243334,21.98264648,0.139321058,0.048445921,15.00866227,219,"Mill Pond, Cape Cod, MA, USA",41.79,-69.95,estuarine,Alexandrium tamarense clone GTMP,Alexandrium tamarense,Protogonyaulax tamarensis,NA,NA,GTMP,tamarense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.845565411,0.047905729,0.288267684,0.308731612,10,0.438,4.017339028,25.99998551,good,good,good,-139.2005994,-0.013103918,1,1,1,1,1,219,16.2,0.24363922591826545,4,23.8,4.85718,12.7992,1.5524333400000003,21.982646482,2.1999855099999976,19.8,2.182646481999999
10.27695763,19.05000777,0.568095124,-0.007279955,10.60633402,221,"Cape Cod, MA, USA",41.9,-70.32,marine,Rhizosolenia setigera,Rhizosolenia setigera,NA,NA,NA,NA,setigera,Rhizosolenia,Rhizosoleniaceae,Rhizosoleniales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.938278532,0.05263395,0.525881151,0.526513293,8,0.554517744,1.081330133,20.1313379,good,good,good,12.79631441,0.00185097,1,1,1,1,1,221,10.600000000000001,0.3751103857006882,2.8000000000000003,18.8,5.10631,12.7421,-0.32304237000000136,19.050007766999997,1.3313378999999976,16,3.0500077669999968
24.11874221,21.82143905,0.02149366,0.133772571,18.36798455,225,"Galician Rias Bajas, northwest Spain",42.43,-8.95,estuarine,Gymnodinium catenatum,Gymnodinium catenatum,NA,NA,NA,NA,catenatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.861921563,0.048910183,0.250858872,0.391005312,13,0.372220036,7.457265026,29.27870408,good,good,good,-233.9323352,-0.022513348,1,1,1,1,1,225,23.400000000000002,0.35805446699620336,7.1000000000000005,28.400000000000002,2.16235,16.107,0.7187422099999985,21.821439054000002,0.8787040799999986,21.3,0.5214390540000018
23.33986138,24.28520764,0.248802163,0.047447902,20.092491,232,"Gulf of Marseille, Mediterranean Sea",43.32,5.32,marine,Prorocentrum minimum,Prorocentrum minimum,NA,NA,NA,NA,minimum,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.739233346,0.099941366,0.645486689,0.699158063,74,0.782563167,7.949887184,32.23509483,good,good,good,-200.2179287,-0.013979045,1,1,1,1,1,232,22.3,0.6156002327929314,7.9,30.900000000000002,3.89775,17.9071,1.0398613799999978,24.285207646000003,1.3350948299999992,23,1.2852076460000035
16.96930785,21.04352298,0.127795925,0.072778795,13.40371123,233,"off Monhegan Island, Gulf of Maine, USA",43.56,-69.45,marine,Alexandrium fundyense strain MI,Alexandrium fundyense,NA,NA,MI,NA,fundyense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.914589114,0.060692798,0.338979831,0.388951738,5,0.462,2.881949739,23.92547272,good,good,good,-161.0599414,-0.01728352,1,1,1,1,1,233,14.8,0.29625813736524864,2.3000000000000003,21.3,4.83012,9.82856,2.169307849999999,21.043522981,2.6254727199999977,19,2.043522980999999
15.75863192,22.14423931,0.115588933,0.046625478,13.07049983,239,Bay of Fundy,44.7,-66.51,marine,Alexandrium fundyense strain BoF,Alexandrium fundyense,NA,NA,BoF,NA,fundyense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.894091384,0.035083401,0.212609792,0.226793821,5,0.28,1.998380173,24.14261948,good,good,good,-138.5628467,-0.012760406,1,1,1,1,1,239,14.100000000000001,0.17632714957337084,2,21.8,5.05451,8.40905,1.6586319199999977,22.144239307,2.3426194799999998,19.8,2.3442393069999987
13.7308047,19.75950202,0.898999398,0.0019933,13.63229011,240,Northeast Pacific,45,-145,marine,Pseudo-nitzschia granii,Pseudo-nitzschia granii,NA,NA,NA,NA,granii,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.868516311,0.053594244,0.923763061,0.923852611,10,0.949,3.752539098,23.51204112,good,good,good,-4.14182542,-5.36863e-4,1,1,1,1,1,240,13.700000000000001,0.8319691276127923,4.3,22.900000000000002,3.11544,11.96475,0.03080469999999913,19.759502022,0.6120411199999971,18.6,1.159502021999998
17.89035061,27.79196697,0.478869185,0.04315888,14.04347952,256,"Friday Harbour, WA, USA",48.54,-123.01,marine,Skeletonema costatum clone FHS 3,Skeletonema costatum,NA,NA,NA,FHS 3,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.556521066,0.262957991,0.877896149,0.957018248,17,1.275390812,0.14749603,27.939463,good,good,good,-309.8351958,-0.014433541,1,1,1,1,1,256,17.5,0.9223139196740301,0.2,27.400000000000002,2.379695,11.807549999999999,0.3903506099999987,27.79196697,0.5394629999999978,27.200000000000003,0.5919669699999979
22.88156927,23.24187898,0.189862773,0.035809149,20.56048344,299,"Büsum harbour, Wadden Sea, Germany",54.12,8.86,marine,Fibrocapsa japonica strain CCRuG-C13,Fibrocapsa japonica,NA,NA,CCRuG-C13,NA,japonica,Fibrocapsa,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,NA,raphidophytes,0.961935418,0.028886631,0.396452002,0.413625194,8,0.403,8.939543951,32.18142293,good,good,good,-132.809926,-0.010578323,1,1,1,1,1,299,21.400000000000002,0.3185876209666211,9.200000000000001,29.8,5.45965,10.1167,1.4815692699999978,23.241878979,2.381422929999996,20.6,2.6418789789999977
20.33422812,17.1849883,0.046075786,0.079387433,17.68193749,320,"Limfjord, Denmark",56.57,9.07,estuarine,Alexandrium ostenfeldii clone LF-37,Alexandrium osterfeldii,NA,NA,NA,LF-37,osterfeldii,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.989714731,0.007902529,0.187543569,0.209440455,10,0.221807098,9.089443345,26.27443164,good,good,good,-80.89021905,-0.015938531,1,1,1,1,1,320,17.8,0.13741110614303398,8.5,23.1,5.07236,10.1395,2.534228119999998,17.184988295,3.174431639999998,14.600000000000001,2.5849882949999987
2.849833517,13.25211812,0.401869671,-0.059491039,4.107868132,324,Northern Baltic,58.88,20.32,marine,Gymnodinium corollarium clone GCTV-B4,Gymnodinium corollarium,NA,NA,GCTV-B4,NA,corollarium,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.862814267,0.038124931,0.314739871,0.326972173,6,0.326472322,-2.518190927,10.73392719,good,good,good,25.14915164,0.012772086,1,1,1,1,1,324,5.300000000000001,0.12357337094959867,1.7000000000000002,10,5.53396,8.62148,-2.4501664830000007,13.252118116999998,0.7339271899999993,8.3,4.952118116999998
17.31784002,27.49831648,1.038089274,0.018146084,15.62970931,332,"Oslofjord, Norway",59.45,10.52,estuarine,Heterocapsa rotundata,Heterocapsa rotundata,Katodinium rotundatum,NA,NA,NA,rotundata,Heterocapsa,Heterocapsaceae,Peridiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.966581422,0.081698504,1.378505304,1.39995891,5,1.455609079,1.880551068,29.37886755,good,good,good,-136.2308447,-0.006551747,1,1,1,1,1,332,16.5,1.1804296171732211,2.5,27.700000000000003,5.37817,9.97452,0.8178400199999984,27.498316482,1.678867549999996,25.200000000000003,2.298316481999997
14.42134085,21.11055033,0.591327096,0.024055187,13.10100517,335,"Oslofjord, Norway",59.45,10.52,estuarine,Olisthodiscus luteus,Olisthodiscus luteus,NA,NA,NA,NA,luteus,Olisthodiscus,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,NA,raphidophytes,0.999995986,3.64292e-4,0.810390684,0.823453208,4,0.821379409,2.545730008,23.65628033,good,good,good,-62.83232697,-0.006678585,1,1,1,1,1,335,13.4,0.607454719857476,3.3000000000000003,21.5,5.37817,9.97452,1.0213408499999996,21.110550322,2.1562803300000013,18.2,2.9105503220000024
12.38210733,23.87069743,1.395254111,-0.02690445,14.25278542,337,"Oslofjord, Norway",59.45,10.52,estuarine,Pseudopedinella pyriformis,Pseudopedinella pyriformis,NA,NA,NA,NA,pyriformis,Pseudopedinella,Pedinellaceae,Pedinellales,Dictyochophyceae,Ochrophyta,Chromista,Eukaryota,NA,dictyochophytes,0.999999736,2.84854e-4,0.95086157,0.975378553,4,0.960701992,2.317436705,26.18813413,good,good,good,113.5267935,0.008346474,0,0,0,0,0,337,13.5,0.7715713981973956,4.4,25.700000000000003,5.37817,9.97452,-1.1178926699999998,23.870697425000003,0.48813412999999883,21.300000000000004,2.5706974249999988
17.2638359,20.0000797,1.514161712,-0.014802572,18.00037467,338,"Oslofjord, Norway",59.45,10.52,estuarine,Pyramimonas disomata,Pyramimonas disomata,NA,NA,NA,NA,disomata,Pyramimonas,Pyramimonadaceae,Pyramimonadales,Prasinophyceae,Chlorophyta,Plantae,Eukaryota,NA,greens,0.999999985,7.448e-4,1.159988534,1.16634295,4,1.103490311,8.000334816,28.00041452,good,good,good,31.53522351,0.003941856,1,1,1,1,1,338,17.900000000000002,0.8282592198045189,10,26.8,5.37817,9.97452,-0.636164100000002,20.000079704,1.200414519999999,16.8,3.200079704
20.74705841,21.24833577,0.041685678,0.094295034,16.34041288,344,"Drøbak Sound, Oslofjord, Norway",59.67,10.61,estuarine,Biceratium furca,Biceratium furca,Ceratium furca,NA,NA,NA,furca,Biceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.970213941,0.015159121,0.194606076,0.244133011,5,0.2335906,5.716244997,26.96458077,good,good,good,-193.9574242,-0.020217695,1,1,1,1,1,344,17.7,0.17435676655447302,4.3,23.5,5.37817,9.97452,3.0470584100000018,21.248335773,3.4645807700000013,19.2,2.0483357730000016
16.12133425,24.38762759,0.23375506,-0.015855164,17.28974264,345,"Drøbak Sound, Oslofjord, Norway",59.67,10.61,estuarine,Neoceratium fusus,Neoceratium fusus,Ceratium fusus var. seta,NA,NA,NA,fusus,Neoceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.94603317,0.01537519,0.177708064,0.179368722,5,0.202398977,5.09592885,29.48355644,good,good,good,74.31103007,0.005123239,1,1,1,1,1,345,16.8,0.14407410014450234,6.800000000000001,28.700000000000003,5.37817,9.97452,-0.6786657500000004,24.38762759,0.7835564399999981,21.900000000000002,2.487627589999999
21.50728615,27.64601878,0.047242363,0.084589558,15.14056168,346,"Drøbak Sound, Oslofjord, Norway",59.67,10.61,estuarine,Neoceratium lineatum,Neoceratium lineatum,Ceratium lineatum,NA,NA,NA,lineatum,Neoceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.966041916,0.013038204,0.170038422,0.229555601,5,0.2335906,1.317552291,28.96357107,good,good,good,-454.8276773,-0.021525294,1,1,1,1,1,346,18.7,0.1810143975041565,0,25.900000000000002,5.37817,9.97452,2.8072861499999995,27.646018779000002,3.0635710699999983,25.900000000000002,1.746018779
21.71487,21.22175864,0.046143218,0.123467527,16.46564248,358,Norwegian Sea,66,2,marine,Emiliania huxleyi clone M,Emiliania huxleyi,Coccolithus huxleyi,NA,NA,M,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,NA,coccolithophores,0.979850053,0.02424301,0.352384236,0.508848689,5,0.493520793,5.854763159,27.07652179,good,good,good,-212.0601008,-0.022187831,1,1,1,1,1,358,21.1,0.47261233211510356,5.6000000000000005,26.400000000000002,2.01779,8.5675975,0.6148699999999998,21.221758631,0.6765217899999989,20.8,0.42175863099999944
6.607881357,17.02073564,0.532698862,0.005145767,6.422238524,363,"Baffin Bay, Canada",76.28,-74.75,marine,Micromonas sp. strain CCMP2099,Micromonas,NA,NA,CCMP2099,NA,NA,Micromonas,Mamiellaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Plantae,Eukaryota,NA,greens,0.983329854,0.023322082,0.550597263,0.550861241,8,0.555,-2.088129293,14.93260634,good,good,good,-5.257528922,-0.001122253,1,1,1,1,1,363,6.6000000000000005,0.530505565950366,0,14.700000000000001,1.63486,-0.524674,0.00788135699999959,17.020735633,0.23260633999999847,14.700000000000001,2.320735633
25.44666293,17.48573979,0.023559033,0.138328577,21.33228231,364,"Gulf stream current, North Atlantic",37.51,-68.24,marine,Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,NA,NA,MIT9312,NA,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.948104085,0.045137169,0.450506977,0.619660285,14,0.623,12.58941241,30.0751522,good,good,good,-116.2506921,-0.021744204,1,1,1,1,1,364,23.6,0.4867315350282997,11.700000000000001,28.1,3.40307,21.1668,1.8466629299999973,17.485739790000004,1.9751522000000001,16.4,1.0857397900000052
