topt,w,a,b,z,isolate.code,source,latitude,longitude,habitat,name,speciesname,former.name.1,former.name.2,strain,clone,species,genus,family,order,class,phylum,kingdom,domain,comment,group,mu.rsqrlist,mu.slist,mu.c.opt.val.list,mu.g.opt.val.list,mu.n,emp.max.growth,tmin,tmax,minqual,maxqual,curvequal,abs.curveskew,rel.curveskew,used.for.optimum.analysis,used.for.tmax.analysis,used.for.tmin.analysis,used.for.niche.width.analysis,used.for.max.growth.rate.analysis
14.42134085,21.11055033,0.591327096,0.024055187,13.10100517,335,"Oslofjord, Norway",59.45,10.52,estuarine,Olisthodiscus luteus,Olisthodiscus luteus,NA,NA,NA,NA,luteus,Olisthodiscus,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,NA,raphidophytes,0.999995986,3.64292e-4,0.810390684,0.823453208,4,0.821379409,2.545730008,23.65628033,good,good,good,-62.83232697,-0.006678585,1,1,1,1,1
12.38210733,23.87069743,1.395254111,-0.02690445,14.25278542,337,"Oslofjord, Norway",59.45,10.52,estuarine,Pseudopedinella pyriformis,Pseudopedinella pyriformis,NA,NA,NA,NA,pyriformis,Pseudopedinella,Pedinellaceae,Pedinellales,Dictyochophyceae,Ochrophyta,Chromista,Eukaryota,NA,dictyochophytes,0.999999736,2.84854e-4,0.95086157,0.975378553,4,0.960701992,2.317436705,26.18813413,good,good,good,113.5267935,0.008346474,0,0,0,0,0
17.2638359,20.0000797,1.514161712,-0.014802572,18.00037467,338,"Oslofjord, Norway",59.45,10.52,estuarine,Pyramimonas disomata,Pyramimonas disomata,NA,NA,NA,NA,disomata,Pyramimonas,Pyramimonadaceae,Pyramimonadales,Prasinophyceae,Chlorophyta,Plantae,Eukaryota,NA,greens,0.999999985,7.448e-4,1.159988534,1.16634295,4,1.103490311,8.000334816,28.00041452,good,good,good,31.53522351,0.003941856,1,1,1,1,1
20.74705841,21.24833577,0.041685678,0.094295034,16.34041288,344,"Dr¿bak Sound, Oslofjord, Norway",59.67,10.61,estuarine,Biceratium furca,Biceratium furca,Ceratium furca,NA,NA,NA,furca,Biceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.970213941,0.015159121,0.194606076,0.244133011,5,0.2335906,5.716244997,26.96458077,good,good,good,-193.9574242,-0.020217695,1,1,1,1,1
16.12133425,24.38762759,0.23375506,-0.015855164,17.28974264,345,"Dr¿bak Sound, Oslofjord, Norway",59.67,10.61,estuarine,Neoceratium fusus,Neoceratium fusus,Ceratium fusus var. seta,NA,NA,NA,fusus,Neoceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.94603317,0.01537519,0.177708064,0.179368722,5,0.202398977,5.09592885,29.48355644,good,good,good,74.31103007,0.005123239,1,1,1,1,1
21.50728615,27.64601878,0.047242363,0.084589558,15.14056168,346,"Dr¿bak Sound, Oslofjord, Norway",59.67,10.61,estuarine,Neoceratium lineatum,Neoceratium lineatum,Ceratium lineatum,NA,NA,NA,lineatum,Neoceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.966041916,0.013038204,0.170038422,0.229555601,5,0.2335906,1.317552291,28.96357107,good,good,good,-454.8276773,-0.021525294,1,1,1,1,1
21.71487,21.22175864,0.046143218,0.123467527,16.46564248,358,Norwegian Sea,66,2,marine,Emiliania huxleyi clone M,Emiliania huxleyi,Coccolithus huxleyi,NA,NA,M,huxleyi,Emiliania,No‘laerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,NA,coccolithophores,0.979850053,0.02424301,0.352384236,0.508848689,5,0.493520793,5.854763159,27.07652179,good,good,good,-212.0601008,-0.022187831,1,1,1,1,1
6.607881357,17.02073564,0.532698862,0.005145767,6.422238524,363,"Baffin Bay, Canada",76.28,-74.75,marine,Micromonas sp. strain CCMP2099,Micromonas,NA,NA,CCMP2099,NA,NA,Micromonas,Mamiellaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Plantae,Eukaryota,NA,greens,0.983329854,0.023322082,0.550597263,0.550861241,8,0.555,-2.088129293,14.93260634,good,good,good,-5.257528922,-0.001122253,1,1,1,1,1
25.44666293,17.48573979,0.023559033,0.138328577,21.33228231,364,"Gulf stream current, North Atlantic",37.51,-68.24,marine,Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,NA,NA,MIT9312,NA,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.948104085,0.045137169,0.450506977,0.619660285,14,0.623,12.58941241,30.0751522,good,good,good,-116.2506921,-0.021744204,1,1,1,1,1
27.19960463,19.49300738,0.047381267,0.092117236,23.46848259,365,Equatorial Pacific,0,-140,marine,Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,NA,NA,MIT9215,NA,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.936679338,0.041568162,0.411610977,0.495373898,15,0.498,13.7219789,33.21498628,good,good,good,-141.2215855,-0.019066217,1,1,1,1,1
28.23945961,18.26731291,0.048114155,0.100802576,24.67548993,367,"Mississippi Sound, USA",30.23,-88.8,marine,Alexandrium monilatum,Alexandrium monilatum,NA,NA,NA,NA,monilatum,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.999936742,0.003351597,0.578784,0.702755015,4,0.599,15.54183347,33.80914638,good,good,good,-117.9658156,-0.019352281,1,1,1,1,1
24.35209536,25.40048379,0.732335127,0.024733323,22.40379646,462,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK199,Skeletonema tropicum,NA,NA,FDK199,NA,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.978036086,0.075941098,1.274562902,1.306009536,6,1.219,9.703554566,35.10403836,good,good,good,-133.8892942,-0.008169959,1,1,1,1,1
26.07774814,25.8079144,0.378761746,0.052124454,22.14230025,463,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK202,Skeletonema tropicum,NA,NA,FDK202,NA,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.962948577,0.100506393,1.201183595,1.337515223,6,1.303,9.238343046,35.04625745,good,good,good,-270.964112,-0.015763514,1,1,1,1,1
25.88285886,25.47055925,0.535472048,0.047518686,22.32859939,464,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK204,Skeletonema tropicum,NA,NA,FDK204,NA,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.976000304,0.102642379,1.547157078,1.689144463,6,1.55,9.593319764,35.06387902,good,good,good,-240.3529255,-0.014545678,1,1,1,1,1
26.76665394,26.28715863,0.328153077,0.064992388,21.91759917,465,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK205,Skeletonema tropicum,NA,NA,FDK205,NA,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.953670427,0.134626313,1.363700583,1.614531757,6,1.561,8.77401985,35.06117848,good,good,good,-336.66954,-0.018534159,1,1,1,1,1
26.09600946,25.15350032,0.494205098,0.050212467,22.45761298,466,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK207,Skeletonema tropicum,NA,NA,FDK207,NA,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.991565261,0.060250058,1.526301489,1.678898259,6,1.55,9.880862819,35.03436314,good,good,good,-239.1879041,-0.015029479,1,1,1,1,1
25.75313498,32.72584887,1.203224637,0.01878021,23.2961221,467,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema menzelii strain FDK221,Skeletonema menzelii,NA,NA,FDK221,NA,menzelii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.906598805,0.218233868,1.863602057,1.907606139,7,2.114,6.933197671,39.65904654,good,good,good,-280.305514,-0.007997585,1,1,1,1,1
23.53551391,32.26560075,1.90044814,7.42761e-4,23.43937585,470,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema menzelii strain FDK222,Skeletonema menzelii,NA,NA,FDK222,NA,menzelii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.926430947,0.193294036,1.933824355,1.933893771,7,1.961,7.306575472,39.57217622,good,good,good,-10.70040042,-3.18552e-4,1,1,1,1,1
26.62628439,25.22038322,0.354441974,0.059146707,22.44058866,472,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema ardens strain FDK004,Skeletonema ardens,NA,NA,FDK004,NA,ardens,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.964976194,0.113170544,1.336529455,1.523352378,6,1.452,9.830397047,35.05078026,good,good,good,-272.4632616,-0.016984506,1,1,1,1,1
21.34035494,26.01750927,0.249963255,0.057850734,16.992631,543,"Gulf of Naples, Italy",40.75,14.33,marine,Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,NA,NA,CCMP1647,NA,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.981516339,0.04126274,0.668041374,0.763126322,15,0.761401997,3.98387636,30.00138563,good,good,good,-300.814304,-0.017080529,1,1,1,1,1
18.92418951,29.15346867,0.46598401,0.034532758,15.46187669,544,"Gulf of Naples, Italy",40.49,14.14,marine,Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,NA,NA,CCMP3264,NA,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.984946952,0.03731497,0.794801637,0.845209512,15,0.833756499,0.885142355,30.03861102,good,good,good,-309.7660185,-0.012501527,1,1,1,1,1
19.68540345,20.83908834,0.143393974,0.087349948,15.65293767,553,"North Atlantic, off Portugal",39.5,-9.33,marine,"Conticribra weissflogii strain CCMP1053, SA",Conticribra weissflogii,Thalassiosira weissflogii,NA,"CCMP1053, SA",NA,weissflogii,Conticribra,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.993593336,0.019394801,0.562774602,0.680521042,20,0.7,5.233393498,26.07248184,good,good,good,-174.1076078,-0.01923896,1,1,1,1,1
22.25441025,23.16325066,0.502258041,-0.015855758,23.30948304,556,"Santa Cruz, CA, USA",36.96,-122.02,marine,Akashiwo sanguinea strain RMB,Akashiwo sanguinea,NA,NA,RMB,NA,sanguinea,Akashiwo,NA,NA,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.961149589,0.024539727,0.347069304,0.349995337,30,0.355849783,11.72785771,34.89110837,good,good,good,60.54870186,0.004871989,1,1,1,1,1
27.54945393,18.69199669,0.079034621,0.047094689,25.58324188,559,"Coral Sea, south of Solomon Islands",-15.05,155.03,marine,Trichodesmium erythraeum strain KO4_20,Trichodesmium erythraeum,NA,NA,KO4_20,NA,erythraeum,Trichodesmium,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.961697075,0.020488429,0.263675931,0.276455485,36,0.306886099,16.23724354,34.92924022,good,good,good,-72.66596858,-0.011126639,1,1,1,1,1
27.86970425,18.53136503,0.060990692,0.053843841,25.68728816,560,"North Atlantic, off French Guiana coast",7.53,-49.25,marine,Trichodesmium erythraeum strain 21_75,Trichodesmium erythraeum,NA,NA,21_75,NA,erythraeum,Trichodesmium,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.949150727,0.022645829,0.243185257,0.258334941,36,0.28,16.42160565,34.95297068,good,good,good,-78.90538474,-0.012398936,1,1,1,1,1
29.19234884,13.27893261,0.134031817,0.036070844,28.40861507,561,"North Atlantic, off French Guiana coast",6.98,-49.33,marine,Crocosphaera watsonii strain 3A,Crocosphaera watsonii,NA,NA,3A,NA,watsonii,Crocosphaera,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.954405967,0.030634933,0.373455907,0.378811249,24,0.3578,21.76914877,35.04808138,good,good,good,-14.75562713,-0.006301852,1,1,1,1,1
28.57219994,13.19843177,0.497188357,0.005046806,28.46102406,562,"Oahu, Hawaii, USA",21.43,-157.79,marine,Crocosphaera watsonii strain WH005,Crocosphaera watsonii,NA,NA,WH005,NA,watsonii,Crocosphaera,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.972360037,0.036810922,0.573986686,0.574145833,24,0.5532,21.86180818,35.06023994,good,good,good,-2.084696047,-9.06725e-4,1,1,1,1,1
28.7343785,13.18183285,0.395979986,0.012490531,28.46336502,563,"South Atlantic, off Brazil",-11.7,-32.01,marine,Crocosphaera watsonii strain WH84,Crocosphaera watsonii,NA,NA,WH84,NA,watsonii,Crocosphaera,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.975579377,0.033907587,0.565034177,0.565991521,24,0.514258769,21.87244859,35.05428144,good,good,good,-5.044987387,-0.002202585,1,1,1,1,1
19.11257279,19.50987083,0.12063898,0.096802067,15.23530635,570,"Ruakaka Bay, Marlborough Sounds, New Zealand",-41.2,174.12,marine,Chrysochromulina ericina,Chryosochromulina ericina,NA,NA,NA,NA,ericina,Chryosochromulina,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,NA,haptophytes,0.986314027,0.031357625,0.527216666,0.646121341,5,0.618980432,5.480370937,24.99024176,good,good,good,-145.6682201,-0.019615602,1,1,1,1,1
19.35706278,18.81759478,0.086977869,0.102057233,15.57080306,571,"Elie Bay, Marlborough Sounds, New Zealand",-41.13,173.99,marine,Chrysochromulina hirta,Chryosochromulina hirta,NA,NA,NA,NA,hirta,Chryosochromulina,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,NA,haptophytes,0.93248361,0.059400329,0.426139513,0.525587714,5,0.488668762,6.162005664,24.97960045,good,good,good,-131.910963,-0.019796506,1,1,1,1,1
24.37793178,18.73091256,0.058629588,0.102385489,20.6135443,572,"Pakiri beach, Hauraki Gulf, New Zealand",-36.25,174.75,marine,Chrysochromulina acantha,Chryosochromulina acantha,NA,NA,NA,NA,acantha,Chryosochromulina,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,NA,haptophytes,0.925397159,0.071320379,0.483846298,0.596437856,5,0.55313145,11.24808802,29.97900057,good,good,good,-129.965038,-0.019776513,1,1,1,1,1
23.0221637,19.90133055,0.142910609,0.066046372,20.0431012,573,"Pakiri beach, Hauraki Gulf, New Zealand",-36.25,174.75,marine,Chrysochromulina simplex,Chryosochromulina simplex,NA,NA,NA,NA,simplex,Chryosochromulina,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,NA,haptophytes,0.998345301,0.009859243,0.536997502,0.595168871,5,0.55313145,10.09243593,29.99376647,good,good,good,-122.2680896,-0.015511964,1,1,1,1,1
26.35216499,24.77075594,0.453704879,0.050438179,22.80069028,603,"Hordaland, Norway",60.17,5.54,marine,Nannochloropsis oceanica strain CCAP 849/10,Nannochloris oceanica,NA,NA,CCAP 849/10,NA,oceanica,Nannochloris,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,"Isolation location from original isolation, Joanna Sandnes",greens,0.979497046,0.080742208,1.432923772,1.573094779,8,1.613,10.41531231,35.18606825,good,good,good,-226.6486096,-0.014911979,1,1,1,1,1
13.19643048,19.45514835,0.247304828,0.066314791,10.33115047,606,"Skagerrak, Norway",57.85,9.07,estuarine,Pseudochattonella farcimen,Pseudochattonella farcimen,NA,NA,NA,NA,farcimen,Pseudochattonella,NA,Florenciellales,Dictyochophyceae,Ochrophyta,Chromista,Eukaryota,NA,dictyochophytes,0.86484341,0.067453516,0.490649381,0.541846343,10,0.596,0.603576293,20.05872464,good,good,good,-112.5077535,-0.015278433,0,0,0,0,0
